"TABLE 54: Daily Travel Statistics by Weekday vs Weekend for each County"
""
"hCTFIP","County","WD","Vehicle Trips per Driver","Pct Works Trip","Pct Non-Work Trips","VMT per Driver","Average Trip Length","Average Trip Duration","Person Trips per Person","Person Miles per Person","Average Person Trip Length"
85,"Santa Clara","Weekday",3.67594697178062,36.3649736257354,63.6350263742646,32.2553803963828,8.17193580007927,20.5080391023932,3.83951286696617,36.5281521990102,9.53612877109434
85,"Santa Clara","Sat/Sun",3.32212413194718,14.1200510049863,85.8799489950137,31.3655848960615,8.82223010598846,20.0284036256856,3.58398330616129,50.0083066908936,13.9766047221621
87,"Santa Cruz","Weekday",3.40396164071962,33.7898859892489,66.2101140107511,30.1776446184863,8.12715594425382,20.1817971766298,3.66193631083391,39.4536810827522,10.7968264997856
87,"Santa Cruz","Sat/Sun",3.52612505217031,5.56244281891001,94.43755718109,32.7096862781728,8.51419828809672,20.9991344850886,3.64919972688762,36.3281311627768,9.95509533093188
89,"Shasta","Weekday",3.6791257998079,34.9218629580576,65.0781370419424,33.9144807202764,8.10087848128549,17.0829466673203,4.14293221974791,50.701443790797,12.2600861202666
89,"Shasta","Sat/Sun",3.39311480671093,10.6605193614832,89.3394806385168,33.3393742213337,8.95258175249892,18.9421823066693,3.74356122262032,37.5708803524364,10.1045685754946
91,"Sierra","Weekday",2.90308020908217,24.107066841217,75.892933158783,70.2755479305204,20.0789769905888,19.6377179758696,3.48030009969061,66.6210379751806,19.1423256807949
91,"Sierra","Sat/Sun",2.43437973158464,20.5671578981161,79.4328421018839,45.6974636102188,16.2356765809157,26.1448049499947,2.68756018117829,48.6991407361294,18.1202047407841
93,"Siskiyou","Weekday",3.90801230004355,29.2191871228167,70.7808128771833,37.6718515844652,8.70520192228967,17.4101436148531,4.45613781853124,37.3261097244715,8.41273520526868
93,"Siskiyou","Sat/Sun",2.91000873120761,14.4643003104599,85.5356996895401,33.0459190918275,9.72709725572437,19.0737768663917,3.22560689156548,41.0891088270533,12.7384117805848
95,"Solano","Weekday",3.68251159508704,36.2075884643404,63.7924115356596,50.7600104148255,12.4381373432743,20.3518357578951,4.05059186868079,58.3355410820172,14.4465729147809
95,"Solano","Sat/Sun",3.14221597841739,19.3266091189394,80.6733908810606,41.3993570937251,12.2261071445818,22.4994374922957,3.31186053560948,38.6280222205559,11.8722205888037
97,"Sonoma","Weekday",3.65654213061394,34.3317219347846,65.6682780652154,35.7442115664081,8.90420895106187,20.1711619908363,4.07494866571885,40.7002269995663,10.0114710681552
97,"Sonoma","Sat/Sun",3.52054234212708,6.05531546820765,93.9446845317924,45.9627845077824,11.5245366787364,21.8334140122022,3.90300773599982,55.3304889392174,14.1763718346932
99,"Stanislaus","Weekday",3.35315034328646,40.0352181479603,59.9647818520397,37.6451803680098,10.3133553341157,21.4729665915738,3.6978785032958,44.0877722571466,11.9660108695921
99,"Stanislaus","Sat/Sun",3.17589282762836,20.4145418391089,79.5854581608911,28.9178899883636,8.62981000869853,19.3683262281156,3.28922696927437,29.6097756502474,9.01041059911859
101,"Sutter","Weekday",3.52045607547738,33.5881370479357,66.4118629520643,36.6057703797144,9.70610619311068,20.209372712573,3.95264572784192,37.7404241025986,9.58474817432716
101,"Sutter","Sat/Sun",2.87259525164975,17.1552739030218,82.8447260969781,27.8775004383467,8.52137466726754,23.1143345222835,3.70376946411906,31.610463678392,8.534673657371
103,"Tehama","Weekday",3.39441214815441,35.4230375009385,64.5769624990615,33.2214596929383,8.81220471633372,17.9921258821395,3.63865825406176,29.0970581409855,7.99664494694029
103,"Tehama","Sat/Sun",3.61503115452421,8.97144100071792,91.0285589992821,45.5387840792612,11.7439584267967,21.0111103380488,3.19214677244041,47.9728858962674,15.0284085651838
105,"Trinity","Weekday",3.76091411356649,23.9658508786775,76.0341491213225,32.8685068389805,7.2352674081624,16.8431933946973,4.16242344666031,29.3297737817646,7.0463214897795
105,"Trinity","Sat/Sun",3.92936459260904,13.6736563352161,86.3263436647839,29.2624748377672,6.2096886940188,12.9237284590126,4.68723918736097,28.4955632261219,6.0793917457764
107,"Tulare","Weekday",3.77430486887017,38.7317985704648,61.2682014295352,32.6275371929061,7.85689989794088,17.745706764619,3.94490117925746,30.4582703008709,7.74320494952545
107,"Tulare","Sat/Sun",3.36780150744245,11.4963178376726,88.5036821623274,32.4319441161652,8.42805346066237,18.7274591793615,3.93246535932812,39.075113126233,9.93654350534676
109,"Tuolumne","Weekday",3.20925715546876,31.4588067726361,68.5411932273638,36.6614205916138,10.258710284391,20.1858152523628,3.74418650380993,45.4057114074077,12.1899702032844
109,"Tuolumne","Sat/Sun",2.84338759439487,9.0512522141781,90.9487477858219,39.4882403835605,13.4791767992523,23.9764732845196,2.83146490303174,44.0668724325748,15.5632769402831
111,"Ventura","Weekday",3.31632310979192,39.4091432928762,60.5908567071239,35.0881393939915,9.84735828074057,20.9604262372237,3.58852670665438,39.1840581045977,10.9477219222213
111,"Ventura","Sat/Sun",3.29727482723766,9.46899562887327,90.5310043711267,37.2381788174682,10.2357130625783,20.1144142944867,3.55631462300023,41.0206717330302,11.5374696364698
113,"Yolo","Weekday",3.53105517045307,32.9517834595942,67.0482165404058,32.7837518051339,8.56175732666586,19.2131107304511,3.71255251084112,34.0501859400235,9.20252869403967
113,"Yolo","Sat/Sun",4.1739017094949,6.25136399094292,93.7486360090571,44.3584391652124,9.33793840977782,17.671841043873,4.4025079345448,57.5222409510697,13.0782137861196
115,"Yuba","Weekday",3.07960550074548,41.9398911644802,58.0601088355198,33.8548755587573,10.052756719195,23.731412569495,3.23161923840525,36.4813441878564,11.2888745537544
115,"Yuba","Sat/Sun",3.40807279773317,16.4934327563466,83.5065672436534,47.3802776756981,13.0555164493753,23.4628369120873,3.72690762399874,48.1232426225465,12.9123787004179
